1017 ms; 2 id; Start writing 3
1020 ms; 2 id; Stop writing
1020 ms; 3 id; Start writing 7
1027 ms; 3 id; Stop writing
1027 ms; 4 id; Start reading 8
1027 ms; 2 id; Start reading 6
1027 ms; 3 id; Start reading 8
1033 ms; 2 id; Stop reading
1033 ms; 2 id; Start reading 3
1035 ms; 4 id; Stop reading
1035 ms; 3 id; Stop reading
1035 ms; 4 id; Start reading 8
1035 ms; 3 id; Start reading 9
1036 ms; 2 id; Stop reading
1036 ms; 2 id; Start reading 4
1040 ms; 2 id; Stop reading
1040 ms; 2 id; Start reading 2
1042 ms; 2 id; Stop reading
1042 ms; 2 id; Start reading 6
1043 ms; 4 id; Stop reading
1043 ms; 4 id; Start reading 5
1044 ms; 3 id; Stop reading
1044 ms; 3 id; Start reading 1
1045 ms; 3 id; Stop reading
1045 ms; 3 id; Start reading 8
1048 ms; 2 id; Stop reading
1048 ms; 4 id; Stop reading
1048 ms; 2 id; Start reading 5
1048 ms; 4 id; Start reading 3
1051 ms; 4 id; Stop reading
1051 ms; 4 id; Start reading 1
1052 ms; 4 id; Stop reading
1052 ms; 4 id; Start reading 5
1053 ms; 2 id; Stop reading
1053 ms; 3 id; Stop reading
1053 ms; 2 id; Start reading 5
1053 ms; 3 id; Start reading 2
1055 ms; 3 id; Stop reading
1055 ms; 3 id; Start reading 4
1057 ms; 4 id; Stop reading
1057 ms; 4 id; Start reading 6
1058 ms; 2 id; Stop reading
1058 ms; 2 id; Start reading 10
1059 ms; 3 id; Stop reading
1059 ms; 3 id; Start reading 1
1060 ms; 3 id; Stop reading
1060 ms; 3 id; Start reading 6
1063 ms; 4 id; Stop reading
1063 ms; 4 id; Start reading 2
1065 ms; 4 id; Stop reading
1065 ms; 4 id; Start reading 5
1066 ms; 3 id; Stop reading
1068 ms; 2 id; Stop reading
1070 ms; 4 id; Stop reading
1070 ms; 3 id; Start writing 5
1075 ms; 3 id; Stop writing
1075 ms; 2 id; Start reading 6
1075 ms; 4 id; Start reading 5
1075 ms; 3 id; Start reading 3
1078 ms; 3 id; Stop reading
1078 ms; 3 id; Start reading 9
1080 ms; 4 id; Stop reading
1080 ms; 4 id; Start reading 7
1081 ms; 2 id; Stop reading
1081 ms; 2 id; Start reading 3
1084 ms; 2 id; Stop reading
1084 ms; 2 id; Start reading 8
1087 ms; 3 id; Stop reading
1087 ms; 4 id; Stop reading
1087 ms; 3 id; Start reading 4
1087 ms; 4 id; Start reading 9
1091 ms; 3 id; Stop reading
1091 ms; 3 id; Start reading 9
1092 ms; 2 id; Stop reading
1092 ms; 2 id; Start reading 2
1094 ms; 2 id; Stop reading
1094 ms; 2 id; Start reading 6
1096 ms; 4 id; Stop reading
1096 ms; 4 id; Start reading 6
1100 ms; 2 id; Stop reading
1100 ms; 3 id; Stop reading
1100 ms; 2 id; Start reading 10
1100 ms; 3 id; Start reading 5
1102 ms; 4 id; Stop reading
1102 ms; 4 id; Start reading 7
1105 ms; 3 id; Stop reading
1109 ms; 4 id; Stop reading
1110 ms; 2 id; Stop reading
1110 ms; 3 id; Start writing 8
1118 ms; 3 id; Stop writing
1118 ms; 4 id; Start reading 2
1118 ms; 2 id; Start reading 5
1118 ms; 3 id; Start reading 8
1120 ms; 4 id; Stop reading
1120 ms; 4 id; Start reading 7
1123 ms; 2 id; Stop reading
1123 ms; 2 id; Start reading 9
1126 ms; 3 id; Stop reading
1126 ms; 3 id; Start reading 8
1127 ms; 4 id; Stop reading
1127 ms; 4 id; Start reading 5
1132 ms; 2 id; Stop reading
1132 ms; 4 id; Stop reading
1132 ms; 2 id; Start reading 1
1133 ms; 2 id; Stop reading
1134 ms; 3 id; Stop reading
1134 ms; 4 id; Start writing 9
1143 ms; 4 id; Stop writing
1143 ms; 2 id; Start reading 6
1143 ms; 3 id; Start reading 5
1143 ms; 4 id; Start reading 1
1144 ms; 4 id; Stop reading
1148 ms; 3 id; Stop reading
1149 ms; 2 id; Stop reading
1149 ms; 4 id; Start writing 1
1150 ms; 4 id; Stop writing
1150 ms; 3 id; Start reading 1
1150 ms; 2 id; Start reading 4
1151 ms; 3 id; Stop reading
1154 ms; 2 id; Stop reading
1154 ms; 4 id; Start writing 2
1156 ms; 4 id; Stop writing
1156 ms; 3 id; Start writing 6
1162 ms; 3 id; Stop writing
1162 ms; 2 id; Start reading 4
1162 ms; 4 id; Start reading 9
1162 ms; 3 id; Start reading 3
1165 ms; 3 id; Stop reading
1165 ms; 3 id; Start reading 3
1166 ms; 2 id; Stop reading
1166 ms; 2 id; Start reading 6
1168 ms; 3 id; Stop reading
1168 ms; 3 id; Start reading 10
1171 ms; 4 id; Stop reading
1171 ms; 4 id; Start reading 9
1172 ms; 2 id; Stop reading
1172 ms; 2 id; Start reading 4
1176 ms; 2 id; Stop reading
1176 ms; 2 id; Start reading 4
1178 ms; 3 id; Stop reading
1178 ms; 3 id; Start reading 3
1180 ms; 2 id; Stop reading
1180 ms; 4 id; Stop reading
1180 ms; 2 id; Start reading 5
1180 ms; 4 id; Start reading 7
1181 ms; 3 id; Stop reading
1181 ms; 3 id; Start reading 3
1184 ms; 3 id; Stop reading
1184 ms; 3 id; Start reading 2
1185 ms; 2 id; Stop reading
1186 ms; 3 id; Stop reading
1187 ms; 4 id; Stop reading
1187 ms; 2 id; Start writing 6
1193 ms; 2 id; Stop writing
1193 ms; 3 id; Start reading 1
1193 ms; 4 id; Start reading 2
1193 ms; 2 id; Start reading 3
1194 ms; 3 id; Stop reading
1194 ms; 3 id; Start reading 4
1195 ms; 4 id; Stop reading
1195 ms; 4 id; Start reading 9
1196 ms; 2 id; Stop reading
1196 ms; 2 id; Start reading 4
1198 ms; 3 id; Stop reading
1200 ms; 2 id; Stop reading
1204 ms; 4 id; Stop reading
1204 ms; 3 id; Start writing 9
1213 ms; 3 id; Stop writing
1213 ms; 2 id; Start writing 10
1223 ms; 2 id; Stop writing
1223 ms; 4 id; Start reading 4
1223 ms; 3 id; Start reading 10
1227 ms; 4 id; Stop reading
1233 ms; 3 id; Stop reading
1233 ms; 2 id; Start writing 3
1236 ms; 2 id; Stop writing
1236 ms; 4 id; Start reading 8
1236 ms; 3 id; Start reading 5
1236 ms; 2 id; Start reading 7
1241 ms; 3 id; Stop reading
1241 ms; 3 id; Start reading 1
1242 ms; 3 id; Stop reading
1242 ms; 3 id; Start reading 2
1243 ms; 2 id; Stop reading
1243 ms; 2 id; Start reading 9
1244 ms; 3 id; Stop reading
1244 ms; 4 id; Stop reading
1244 ms; 3 id; Start reading 4
1244 ms; 4 id; Start reading 5
1248 ms; 3 id; Stop reading
1248 ms; 3 id; Start reading 5
1249 ms; 4 id; Stop reading
1249 ms; 4 id; Start reading 7
1252 ms; 2 id; Stop reading
1252 ms; 2 id; Start reading 5
1253 ms; 3 id; Stop reading
1253 ms; 3 id; Start reading 3
1256 ms; 3 id; Stop reading
1256 ms; 4 id; Stop reading
1256 ms; 3 id; Start reading 5
1256 ms; 4 id; Start reading 1
1257 ms; 2 id; Stop reading
1257 ms; 2 id; Start reading 5
1257 ms; 4 id; Stop reading
1257 ms; 4 id; Start reading 2
1259 ms; 4 id; Stop reading
1259 ms; 4 id; Start reading 5
1261 ms; 3 id; Stop reading
1261 ms; 3 id; Start reading 9
1262 ms; 2 id; Stop reading
1262 ms; 2 id; Start reading 3
1264 ms; 4 id; Stop reading
1264 ms; 4 id; Start reading 4
1265 ms; 2 id; Stop reading
1265 ms; 2 id; Start reading 5
1268 ms; 4 id; Stop reading
1268 ms; 4 id; Start reading 3
1270 ms; 2 id; Stop reading
1270 ms; 3 id; Stop reading
1270 ms; 2 id; Start reading 1
1271 ms; 2 id; Stop reading
1271 ms; 4 id; Stop reading
1271 ms; 3 id; Start writing 1
1272 ms; 3 id; Stop writing
1272 ms; 2 id; Start reading 7
1272 ms; 4 id; Start reading 10
1279 ms; 2 id; Stop reading
1282 ms; 4 id; Stop reading
1282 ms; 3 id; Start writing 10
1292 ms; 3 id; Stop writing
1292 ms; 2 id; Start reading 5
1292 ms; 4 id; Start reading 9
1292 ms; 3 id; Start reading 10
1297 ms; 2 id; Stop reading
1297 ms; 2 id; Start reading 3
1300 ms; 2 id; Stop reading
1300 ms; 2 id; Start reading 8
1301 ms; 4 id; Stop reading
1301 ms; 4 id; Start reading 3
1302 ms; 3 id; Stop reading
1304 ms; 4 id; Stop reading
1308 ms; 2 id; Stop reading
1308 ms; 3 id; Start writing 4
1312 ms; 3 id; Stop writing
1312 ms; 4 id; Start reading 1
1312 ms; 2 id; Start reading 9
1312 ms; 3 id; Start reading 4
1313 ms; 4 id; Stop reading
1316 ms; 3 id; Stop reading
1321 ms; 2 id; Stop reading
1321 ms; 4 id; Start writing 1
1322 ms; 4 id; Stop writing
1322 ms; 3 id; Start reading 8
1322 ms; 2 id; Start reading 4
1322 ms; 4 id; Start reading 5
1326 ms; 2 id; Stop reading
1326 ms; 2 id; Start reading 4
1327 ms; 4 id; Stop reading
1327 ms; 4 id; Start reading 1
1328 ms; 4 id; Stop reading
1328 ms; 4 id; Start reading 7
1330 ms; 2 id; Stop reading
1330 ms; 2 id; Start reading 10
1330 ms; 3 id; Stop reading
1330 ms; 3 id; Start reading 3
1333 ms; 3 id; Stop reading
1333 ms; 3 id; Start reading 2
1335 ms; 4 id; Stop reading
1335 ms; 4 id; Start reading 1
1335 ms; 3 id; Stop reading
1335 ms; 3 id; Start reading 4
1336 ms; 4 id; Stop reading
1336 ms; 4 id; Start reading 5
1339 ms; 3 id; Stop reading
1339 ms; 3 id; Start reading 10
1340 ms; 2 id; Stop reading
1340 ms; 2 id; Start reading 1
1341 ms; 2 id; Stop reading
1341 ms; 4 id; Stop reading
1341 ms; 2 id; Start reading 3
1341 ms; 4 id; Start reading 6
1344 ms; 2 id; Stop reading
1344 ms; 2 id; Start reading 9
1347 ms; 4 id; Stop reading
1347 ms; 4 id; Start reading 8
1349 ms; 3 id; Stop reading
1349 ms; 3 id; Start reading 8
1353 ms; 2 id; Stop reading
1353 ms; 2 id; Start reading 2
1355 ms; 2 id; Stop reading
1355 ms; 2 id; Start reading 3
1355 ms; 4 id; Stop reading
1355 ms; 4 id; Start reading 4
1357 ms; 3 id; Stop reading
1357 ms; 3 id; Start reading 2
1358 ms; 2 id; Stop reading
1358 ms; 2 id; Start reading 2
1359 ms; 3 id; Stop reading
1359 ms; 3 id; Start reading 6
1359 ms; 4 id; Stop reading
1359 ms; 4 id; Start reading 8
1360 ms; 2 id; Stop reading
1360 ms; 2 id; Start reading 7
1365 ms; 3 id; Stop reading
1365 ms; 3 id; Start reading 6
1367 ms; 2 id; Stop reading
1367 ms; 4 id; Stop reading
1367 ms; 2 id; Start reading 7
1367 ms; 4 id; Start reading 2
1369 ms; 4 id; Stop reading
1369 ms; 4 id; Start reading 1
1370 ms; 4 id; Stop reading
1370 ms; 4 id; Start reading 10
1371 ms; 3 id; Stop reading
1371 ms; 3 id; Start reading 10
1374 ms; 2 id; Stop reading
1374 ms; 2 id; Start reading 3
1377 ms; 2 id; Stop reading
1377 ms; 2 id; Start reading 10
1380 ms; 4 id; Stop reading
1380 ms; 4 id; Start reading 9
1381 ms; 3 id; Stop reading
1381 ms; 3 id; Start reading 1
1382 ms; 3 id; Stop reading
1382 ms; 3 id; Start reading 10
1387 ms; 2 id; Stop reading
1387 ms; 2 id; Start reading 2
1389 ms; 2 id; Stop reading
1389 ms; 4 id; Stop reading
1392 ms; 3 id; Stop reading
1392 ms; 2 id; Start writing 3
1395 ms; 2 id; Stop writing
1395 ms; 4 id; Start reading 4
1395 ms; 3 id; Start reading 4
1395 ms; 2 id; Start reading 6
1399 ms; 3 id; Stop reading
1399 ms; 4 id; Stop reading
1401 ms; 2 id; Stop reading
1401 ms; 3 id; Start writing 5
1406 ms; 3 id; Stop writing
1406 ms; 4 id; Start reading 2
1406 ms; 2 id; Start reading 8
1408 ms; 4 id; Stop reading
1414 ms; 2 id; Stop reading
1414 ms; 3 id; Start writing 5
1419 ms; 3 id; Stop writing
1419 ms; 4 id; Start reading 7
1419 ms; 2 id; Start reading 7
1419 ms; 3 id; Start reading 2
1421 ms; 3 id; Stop reading
1426 ms; 2 id; Stop reading
1426 ms; 4 id; Stop reading
1426 ms; 3 id; Start writing 8
1434 ms; 3 id; Stop writing
1434 ms; 2 id; Start reading 9
1434 ms; 4 id; Start reading 3
1434 ms; 3 id; Start reading 5
1437 ms; 4 id; Stop reading
1437 ms; 4 id; Start reading 8
1439 ms; 3 id; Stop reading
1439 ms; 3 id; Start reading 7
1443 ms; 2 id; Stop reading
1443 ms; 2 id; Start reading 6
1445 ms; 4 id; Stop reading
1445 ms; 4 id; Start reading 8
1446 ms; 3 id; Stop reading
1446 ms; 3 id; Start reading 3
1449 ms; 2 id; Stop reading
1449 ms; 3 id; Stop reading
1449 ms; 2 id; Start reading 9
1449 ms; 3 id; Start reading 10
1453 ms; 4 id; Stop reading
1453 ms; 4 id; Start reading 7
1458 ms; 2 id; Stop reading
1458 ms; 2 id; Start reading 3
1459 ms; 3 id; Stop reading
1459 ms; 3 id; Start reading 8
1460 ms; 4 id; Stop reading
1460 ms; 4 id; Start reading 9
1461 ms; 2 id; Stop reading
1461 ms; 2 id; Start reading 7
1467 ms; 3 id; Stop reading
1467 ms; 3 id; Start reading 7
1468 ms; 2 id; Stop reading
1468 ms; 2 id; Start reading 8
1469 ms; 4 id; Stop reading
1469 ms; 4 id; Start reading 7
1474 ms; 3 id; Stop reading
1474 ms; 3 id; Start reading 6
1476 ms; 2 id; Stop reading
1476 ms; 4 id; Stop reading
1476 ms; 2 id; Start reading 9
1480 ms; 3 id; Stop reading
1485 ms; 2 id; Stop reading
1485 ms; 4 id; Start writing 3
1488 ms; 4 id; Stop writing
1488 ms; 3 id; Start reading 4
1488 ms; 2 id; Start reading 8
1488 ms; 4 id; Start reading 4
1492 ms; 3 id; Stop reading
1492 ms; 4 id; Stop reading
1492 ms; 3 id; Start reading 5
1492 ms; 4 id; Start reading 4
1496 ms; 4 id; Stop reading
1496 ms; 2 id; Stop reading
1496 ms; 4 id; Start reading 5
1496 ms; 2 id; Start reading 5
1497 ms; 3 id; Stop reading
1497 ms; 3 id; Start reading 3
1500 ms; 3 id; Stop reading
1500 ms; 3 id; Start reading 4
1501 ms; 4 id; Stop reading
1501 ms; 4 id; Start reading 6
1501 ms; 2 id; Stop reading
1501 ms; 2 id; Start reading 4
1504 ms; 3 id; Stop reading
1504 ms; 3 id; Start reading 8
1505 ms; 2 id; Stop reading
1505 ms; 2 id; Start reading 1
1506 ms; 2 id; Stop reading
1506 ms; 2 id; Start reading 7
1507 ms; 4 id; Stop reading
1507 ms; 4 id; Start reading 7
1512 ms; 3 id; Stop reading
1512 ms; 3 id; Start reading 8
1513 ms; 2 id; Stop reading
1513 ms; 2 id; Start reading 6
1514 ms; 4 id; Stop reading
1514 ms; 4 id; Start reading 7
1519 ms; 2 id; Stop reading
1519 ms; 2 id; Start reading 4
1520 ms; 3 id; Stop reading
1520 ms; 3 id; Start reading 8
1521 ms; 4 id; Stop reading
1521 ms; 4 id; Start reading 1
1522 ms; 4 id; Stop reading
1522 ms; 4 id; Start reading 1
1523 ms; 2 id; Stop reading
1523 ms; 4 id; Stop reading
1523 ms; 2 id; Start reading 6
1523 ms; 4 id; Start reading 5
1528 ms; 4 id; Stop reading
1528 ms; 3 id; Stop reading
1528 ms; 4 id; Start reading 7
1528 ms; 3 id; Start reading 8
1529 ms; 2 id; Stop reading
1529 ms; 2 id; Start reading 6
1535 ms; 4 id; Stop reading
1535 ms; 2 id; Stop reading
1535 ms; 4 id; Start reading 5
1535 ms; 2 id; Start reading 3
1536 ms; 3 id; Stop reading
1536 ms; 3 id; Start reading 4
1538 ms; 2 id; Stop reading
1538 ms; 2 id; Start reading 2
1540 ms; 2 id; Stop reading
1540 ms; 3 id; Stop reading
1540 ms; 4 id; Stop reading
1540 ms; 2 id; Start reading 6
1540 ms; 3 id; Start reading 8
1540 ms; 4 id; Start reading 6
1546 ms; 2 id; Stop reading
1546 ms; 2 id; Start reading 9
1546 ms; 4 id; Stop reading
1546 ms; 4 id; Start reading 6
1548 ms; 3 id; Stop reading
1552 ms; 4 id; Stop reading
1555 ms; 2 id; Stop reading
1555 ms; 3 id; Start writing 2
1557 ms; 3 id; Stop writing
1557 ms; 4 id; Start reading 10
1557 ms; 2 id; Start reading 5
1557 ms; 3 id; Start reading 2
1559 ms; 3 id; Stop reading
1559 ms; 3 id; Start reading 8
1562 ms; 2 id; Stop reading
1562 ms; 2 id; Start reading 8
1567 ms; 4 id; Stop reading
1567 ms; 3 id; Stop reading
1567 ms; 4 id; Start reading 5
1567 ms; 3 id; Start reading 2
1569 ms; 3 id; Stop reading
1569 ms; 3 id; Start reading 10
1570 ms; 2 id; Stop reading
1572 ms; 4 id; Stop reading
1579 ms; 3 id; Stop reading
1579 ms; 2 id; Start writing 6
1585 ms; 2 id; Stop writing
1585 ms; 4 id; Start reading 6
1591 ms; 4 id; Stop reading
1591 ms; 3 id; Start writing 1
1592 ms; 3 id; Stop writing
1592 ms; 2 id; Start reading 5
1592 ms; 4 id; Start reading 3
1595 ms; 4 id; Stop reading
1597 ms; 2 id; Stop reading
1597 ms; 3 id; Start writing 8
1605 ms; 3 id; Stop writing
1605 ms; 4 id; Start writing 4
1609 ms; 4 id; Stop writing
1609 ms; 2 id; Start reading 3
1609 ms; 3 id; Start reading 6
1609 ms; 4 id; Start reading 7
1612 ms; 2 id; Stop reading
1612 ms; 2 id; Start reading 6
1615 ms; 3 id; Stop reading
1615 ms; 3 id; Start reading 7
1616 ms; 4 id; Stop reading
1618 ms; 2 id; Stop reading
1622 ms; 3 id; Stop reading
1622 ms; 4 id; Start writing 2
1624 ms; 4 id; Stop writing
1624 ms; 2 id; Start reading 7
1631 ms; 2 id; Stop reading
1631 ms; 3 id; Start writing 3
1634 ms; 3 id; Stop writing
1634 ms; 4 id; Start reading 8
1634 ms; 2 id; Start reading 4
1634 ms; 3 id; Start reading 5
1638 ms; 2 id; Stop reading
1638 ms; 2 id; Start reading 3
1639 ms; 3 id; Stop reading
1639 ms; 3 id; Start reading 5
1641 ms; 2 id; Stop reading
1641 ms; 2 id; Start reading 9
1642 ms; 4 id; Stop reading
1644 ms; 3 id; Stop reading
1650 ms; 2 id; Stop reading
1650 ms; 4 id; Start writing 3
1653 ms; 4 id; Stop writing
1653 ms; 3 id; Start reading 9
1653 ms; 2 id; Start reading 8
1653 ms; 4 id; Start reading 1
1654 ms; 4 id; Stop reading
1654 ms; 4 id; Start reading 9
1661 ms; 2 id; Stop reading
1661 ms; 2 id; Start reading 3
1662 ms; 3 id; Stop reading
1662 ms; 3 id; Start reading 8
1663 ms; 4 id; Stop reading
1663 ms; 4 id; Start reading 8
1664 ms; 2 id; Stop reading
1664 ms; 2 id; Start reading 9
1670 ms; 3 id; Stop reading
1670 ms; 3 id; Start reading 3
1671 ms; 4 id; Stop reading
1671 ms; 4 id; Start reading 2
1673 ms; 2 id; Stop reading
1673 ms; 4 id; Stop reading
1673 ms; 2 id; Start reading 6
1673 ms; 3 id; Stop reading
1673 ms; 4 id; Start reading 1
1673 ms; 3 id; Start reading 6
1674 ms; 4 id; Stop reading
1674 ms; 4 id; Start reading 7
1679 ms; 3 id; Stop reading
1679 ms; 2 id; Stop reading
1679 ms; 3 id; Start reading 7
1679 ms; 2 id; Start reading 8
1681 ms; 4 id; Stop reading
1681 ms; 4 id; Start reading 1
1682 ms; 4 id; Stop reading
1682 ms; 4 id; Start reading 2
1684 ms; 4 id; Stop reading
1684 ms; 4 id; Start reading 8
1686 ms; 3 id; Stop reading
1686 ms; 3 id; Start reading 1
1687 ms; 3 id; Stop reading
1687 ms; 2 id; Stop reading
1687 ms; 3 id; Start reading 4
1687 ms; 2 id; Start reading 5
1691 ms; 3 id; Stop reading
1691 ms; 3 id; Start reading 5
1692 ms; 2 id; Stop reading
1692 ms; 4 id; Stop reading
1692 ms; 2 id; Start reading 9
1692 ms; 4 id; Start reading 8
1696 ms; 3 id; Stop reading
1700 ms; 4 id; Stop reading
1701 ms; 2 id; Stop reading
1701 ms; 3 id; Start writing 5
1706 ms; 3 id; Stop writing
1706 ms; 4 id; Start reading 10
1706 ms; 2 id; Start reading 5
1706 ms; 3 id; Start reading 3
1709 ms; 3 id; Stop reading
1711 ms; 2 id; Stop reading
1716 ms; 4 id; Stop reading
1716 ms; 3 id; Start writing 7
1723 ms; 3 id; Stop writing
1723 ms; 2 id; Start reading 2
1723 ms; 4 id; Start reading 10
1723 ms; 3 id; Start reading 2
1725 ms; 2 id; Stop reading
1725 ms; 3 id; Stop reading
1725 ms; 2 id; Start reading 2
1725 ms; 3 id; Start reading 5
1727 ms; 2 id; Stop reading
1727 ms; 2 id; Start reading 6
1730 ms; 3 id; Stop reading
1730 ms; 3 id; Start reading 9
1733 ms; 2 id; Stop reading
1733 ms; 4 id; Stop reading
1739 ms; 3 id; Stop reading
1739 ms; 2 id; Start writing 6
1745 ms; 2 id; Stop writing
1745 ms; 4 id; Start writing 3
1748 ms; 4 id; Stop writing
1748 ms; 3 id; Start reading 5
1748 ms; 2 id; Start reading 9
1753 ms; 3 id; Stop reading
1757 ms; 2 id; Stop reading
1757 ms; 4 id; Start writing 2
1759 ms; 4 id; Stop writing
1759 ms; 3 id; Start reading 2
1759 ms; 2 id; Start reading 2
1759 ms; 4 id; Start reading 6
1761 ms; 2 id; Stop reading
1761 ms; 2 id; Start reading 2
1761 ms; 3 id; Stop reading
1761 ms; 3 id; Start reading 3
1763 ms; 2 id; Stop reading
1763 ms; 2 id; Start reading 9
1764 ms; 3 id; Stop reading
1764 ms; 3 id; Start reading 2
1765 ms; 4 id; Stop reading
1765 ms; 4 id; Start reading 4
1766 ms; 3 id; Stop reading
1766 ms; 3 id; Start reading 9
1769 ms; 4 id; Stop reading
1769 ms; 4 id; Start reading 7
1772 ms; 2 id; Stop reading
1772 ms; 2 id; Start reading 4
1775 ms; 3 id; Stop reading
1775 ms; 3 id; Start reading 10
1776 ms; 2 id; Stop reading
1776 ms; 2 id; Start reading 8
1776 ms; 4 id; Stop reading
1776 ms; 4 id; Start reading 6
1782 ms; 4 id; Stop reading
1782 ms; 4 id; Start reading 8
1784 ms; 2 id; Stop reading
1784 ms; 2 id; Start reading 2
1785 ms; 3 id; Stop reading
1785 ms; 3 id; Start reading 6
1786 ms; 2 id; Stop reading
1786 ms; 2 id; Start reading 6
1790 ms; 4 id; Stop reading
1790 ms; 4 id; Start reading 7
1791 ms; 3 id; Stop reading
1791 ms; 3 id; Start reading 10
1792 ms; 2 id; Stop reading
1792 ms; 2 id; Start reading 5
1797 ms; 2 id; Stop reading
1797 ms; 4 id; Stop reading
1797 ms; 2 id; Start reading 10
1797 ms; 4 id; Start reading 7
1801 ms; 3 id; Stop reading
1801 ms; 3 id; Start reading 2
1803 ms; 3 id; Stop reading
1803 ms; 3 id; Start reading 7
1804 ms; 4 id; Stop reading
1804 ms; 4 id; Start reading 10
1807 ms; 2 id; Stop reading
1807 ms; 2 id; Start reading 2
1809 ms; 2 id; Stop reading
1809 ms; 2 id; Start reading 4
1810 ms; 3 id; Stop reading
1810 ms; 3 id; Start reading 5
1813 ms; 2 id; Stop reading
1813 ms; 2 id; Start reading 8
1814 ms; 4 id; Stop reading
1814 ms; 4 id; Start reading 7
1815 ms; 3 id; Stop reading
1815 ms; 3 id; Start reading 6
1821 ms; 2 id; Stop reading
1821 ms; 4 id; Stop reading
1821 ms; 3 id; Stop reading
1821 ms; 2 id; Start reading 2
1821 ms; 4 id; Start reading 6
1821 ms; 3 id; Start reading 10
1823 ms; 2 id; Stop reading
1823 ms; 2 id; Start reading 8
1827 ms; 4 id; Stop reading
1827 ms; 4 id; Start reading 2
1829 ms; 4 id; Stop reading
1829 ms; 4 id; Start reading 3
1831 ms; 2 id; Stop reading
1831 ms; 3 id; Stop reading
1831 ms; 2 id; Start reading 3
1831 ms; 3 id; Start reading 5
1832 ms; 4 id; Stop reading
1832 ms; 4 id; Start reading 10
1834 ms; 2 id; Stop reading
1834 ms; 2 id; Start reading 10
1836 ms; 3 id; Stop reading
1842 ms; 4 id; Stop reading
1844 ms; 2 id; Stop reading
1844 ms; 3 id; Start writing 10
1854 ms; 3 id; Stop writing
1854 ms; 4 id; Start reading 1
1854 ms; 2 id; Start reading 2
1854 ms; 3 id; Start reading 6
1855 ms; 4 id; Stop reading
1856 ms; 2 id; Stop reading
1860 ms; 3 id; Stop reading
1860 ms; 4 id; Start writing 1
1861 ms; 4 id; Stop writing
1861 ms; 2 id; Start reading 10
1861 ms; 3 id; Start reading 6
1861 ms; 4 id; Start reading 1
1862 ms; 4 id; Stop reading
1867 ms; 3 id; Stop reading
1871 ms; 2 id; Stop reading
1871 ms; 4 id; Start writing 6
1877 ms; 4 id; Stop writing
1877 ms; 3 id; Start reading 3
1877 ms; 2 id; Start reading 10
1877 ms; 4 id; Start reading 7
1880 ms; 3 id; Stop reading
1880 ms; 3 id; Start reading 2
1882 ms; 3 id; Stop reading
1882 ms; 3 id; Start reading 7
1884 ms; 4 id; Stop reading
1884 ms; 4 id; Start reading 5
1887 ms; 2 id; Stop reading
1887 ms; 2 id; Start reading 9
1889 ms; 4 id; Stop reading
1889 ms; 3 id; Stop reading
1896 ms; 2 id; Stop reading
1896 ms; 4 id; Start writing 4
1900 ms; 4 id; Stop writing
1900 ms; 3 id; Start reading 7
1900 ms; 2 id; Start reading 9
1900 ms; 4 id; Start reading 1
1901 ms; 4 id; Stop reading
1901 ms; 4 id; Start reading 3
1904 ms; 4 id; Stop reading
1904 ms; 4 id; Start reading 7
1907 ms; 3 id; Stop reading
1907 ms; 3 id; Start reading 10
1909 ms; 2 id; Stop reading
1911 ms; 4 id; Stop reading
1917 ms; 3 id; Stop reading
1917 ms; 2 id; Start writing 2
1919 ms; 2 id; Stop writing
1919 ms; 4 id; Start reading 2
1919 ms; 3 id; Start reading 1
1919 ms; 2 id; Start reading 7
1920 ms; 3 id; Stop reading
1920 ms; 3 id; Start reading 4
1921 ms; 4 id; Stop reading
1921 ms; 4 id; Start reading 1
1922 ms; 4 id; Stop reading
1922 ms; 4 id; Start reading 3
1924 ms; 3 id; Stop reading
1924 ms; 3 id; Start reading 3
1925 ms; 4 id; Stop reading
1925 ms; 4 id; Start reading 10
1926 ms; 2 id; Stop reading
1926 ms; 2 id; Start reading 6
1927 ms; 3 id; Stop reading
1927 ms; 3 id; Start reading 9
1932 ms; 2 id; Stop reading
1932 ms; 2 id; Start reading 9
1935 ms; 4 id; Stop reading
1935 ms; 4 id; Start reading 1
1936 ms; 4 id; Stop reading
1936 ms; 3 id; Stop reading
1941 ms; 2 id; Stop reading
1941 ms; 4 id; Start writing 2
1943 ms; 4 id; Stop writing
1943 ms; 3 id; Start reading 10
1943 ms; 2 id; Start reading 4
1943 ms; 4 id; Start reading 8
1947 ms; 2 id; Stop reading
1947 ms; 2 id; Start reading 2
1949 ms; 2 id; Stop reading
1949 ms; 2 id; Start reading 7
1951 ms; 4 id; Stop reading
1951 ms; 4 id; Start reading 3
1953 ms; 3 id; Stop reading
1953 ms; 3 id; Start reading 4
1954 ms; 4 id; Stop reading
1954 ms; 4 id; Start reading 10
1956 ms; 2 id; Stop reading
1956 ms; 2 id; Start reading 9
1957 ms; 3 id; Stop reading
1957 ms; 3 id; Start reading 7
1964 ms; 3 id; Stop reading
1964 ms; 4 id; Stop reading
1964 ms; 3 id; Start reading 7
1964 ms; 4 id; Start reading 6
1965 ms; 2 id; Stop reading
1965 ms; 2 id; Start reading 9
1970 ms; 4 id; Stop reading
1970 ms; 4 id; Start reading 8
1971 ms; 3 id; Stop reading
1971 ms; 3 id; Start reading 10
